elapsed_s,real_x,real_y,real_yaw,sim_x,sim_y,sim_yaw,position_error,heading_error,real_velocity_x,real_velocity_y,real_yaw_rate,sim_velocity_x,sim_velocity_y,sim_yaw_rate,real_fl_rpm,real_fr_rpm,real_front_rpm,real_motor_rpm,sim_fl_rpm,sim_fr_rpm,sim_front_rpm,sim_motor_rpm,front_wheel_rpm_error,motor_rpm_error
9.07655,6.52885,7.80467,1.29224,-20.5691,-18.3504,-2.74861,37.6615,2.24233,3.94368,0,0.576889,4.00739,0.48912,0.446075,171.490005,196.289993,183.889999,673.000000,192.648,219.086,205.867,736.226,21.9772,63.2263
9.09653,6.61542,8.11711,1.33812,-20.8487,-18.5147,-2.71226,38.2561,2.23281,3.94368,0,0.527422,3.96694,0.480643,0.459445,171.490005,196.289993,183.889999,673.000000,190.737,216.954,203.846,728.894,19.9556,55.8937
9.11653,6.68731,8.45486,1.38396,-21.1158,-18.6852,-2.67654,38.8535,2.22268,4.21047,0,0.556624,3.92705,0.4827,0.449673,156.619995,194.699997,175.659996,724.000000,188.813,214.981,201.897,721.479,26.237,-2.521
9.13655,6.66477,8.82706,1.43208,-21.3712,-18.8613,-2.64143,39.4038,2.20968,4.21047,0,0.527181,3.80394,0.449937,0.43629,156.619995,194.699997,175.659996,724.000000,182.602,208.357,195.479,690.533,19.8192,-33.4668
9.15657,6.70232,9.14093,1.47135,-21.617,-19.0423,-2.60766,39.9535,2.20417,4.21047,0,0.510565,3.66723,0.426605,0.423114,164.300003,200.160004,182.230003,724.000000,176.308,200.349,188.328,665.503,6.09841,-58.4971
9.17658,6.69183,9.29977,1.4967,-21.8452,-19.2212,-2.57644,40.346,2.21005,3.75182,0,0.479365,3.53871,0.397879,0.378463,164.300003,200.160004,182.230003,650.000000,170.244,192.185,181.215,663.877,-1.01519,13.8771
9.19659,6.69713,9.6422,1.54758,-22.0652,-19.4025,-2.54724,40.8762,2.18837,3.75182,0,0.473531,3.58047,0.386341,0.368481,154.039993,181.979996,168.009995,650.000000,172.398,193.252,182.825,664.322,14.8148,14.3222
9.21661,6.66486,9.93067,1.58256,-22.2857,-19.5934,-2.51857,41.3498,2.18206,3.75182,0,0.476131,3.62068,0.369175,0.365016,154.039993,181.979996,168.009995,650.000000,174.339,194.987,184.663,670.945,16.6534,20.9451
9.23666,6.62694,10.269,1.6256,-22.5022,-19.79,-2.49106,41.8574,2.16653,4.23676,0,0.386365,3.66144,0.363887,0.354703,154.779999,182.699997,168.739998,724.000000,176.35,196.64,186.495,678.582,17.7551,-45.4182
9.25664,6.60304,10.6076,1.65849,-22.7132,-19.9914,-2.46425,42.3761,2.16045,4.23676,0,0.436215,3.55732,0.341097,0.33232,154.779999,182.699997,168.739998,724.000000,171.435,190.713,181.074,647.204,12.3343,-76.7961
9.27668,6.5495,10.8684,1.69113,-22.9113,-20.1901,-2.43877,42.8085,2.15329,4.23676,0,0.381167,3.42498,0.332089,0.306357,156.130005,175.729996,165.930000,724.000000,165.271,183.467,174.369,622.039,8.43893,-101.961
9.29669,6.51721,11.1959,1.73211,-23.0984,-20.3865,-2.41475,43.2958,2.13632,2.99506,0,0.364074,3.29455,0.314556,0.278189,156.130005,175.729996,165.930000,523.000000,159.053,176.188,167.621,598.389,1.69096,75.3887
9.31668,6.43221,11.2983,1.75046,-23.2787,-20.5836,-2.39185,43.5798,2.14088,2.99506,0,0.332842,3.48258,0.30403,0.296866,145.720001,142.779999,144.250000,523.000000,167.672,184.537,176.105,677.69,31.8548,154.69
9.33677,6.38617,11.5339,1.77661,-23.4716,-20.8006,-2.36915,44.0115,2.13742,2.99506,0,0.313932,3.80417,0.302754,0.277655,145.720001,142.779999,144.250000,523.000000,183.772,200.609,192.19,729.617,47.9404,206.617
9.35679,6.31141,11.9595,1.81877,-23.6796,-21.0428,-2.34599,44.5938,2.11843,3.66621,0,0.316664,4.11651,0.322114,0.289167,152.070007,166.600006,159.335007,629.000000,199.063,216.578,207.82,789.224,48.4851,160.224
9.37674,6.21567,12.2345,1.83904,-23.8893,-21.301,-2.32078,45.0659,2.12337,3.66621,0,0.278815,4.20422,0.358103,0.326846,152.070007,166.600006,159.335007,629.000000,203.232,222.696,212.964,780.631,53.6291,151.631
9.39688,6.09327,12.4534,1.86179,-24.0973,-21.575,-2.29287,45.4907,2.12853,3.66621,0,0.41067,4.2748,0.380357,0.364296,180.820007,187.580002,184.200005,629.000000,206.596,227.047,216.822,794.823,32.6218,165.823
9.41681,6.00639,12.7271,1.89338,-24.2996,-21.8579,-2.2645,45.9845,2.1253,3.66621,0,0.369482,4.34948,0.384319,0.351375,180.820007,187.580002,184.200005,629.000000,209.943,231.227,220.585,808.67,36.3848,179.67
