x,y,z,intensity,ring,angle_deg,range
-0.870142,-2.38966,-1.17149,12,39,-110.008,2.8
0,0,0,0,0,0,0
0,0,0,0,1,0,0
0,0,0,0,2,0,0
0,0,0,0,3,0,0
0,0,0,0,4,0,0
-21.3043,-57.8784,2.36068,1,5,-110.208,61.72
-65.1868,-143.87,5.10724,11,6,-114.375,158.032
-16.0433,-55.795,1.53541,13,7,-106.042,58.076
-20.4879,-55.6605,1.21857,12,8,-110.208,59.324
-25.2715,-55.7753,0.896708,17,9,-114.375,61.24
-15.4834,-53.848,0.48992,15,10,-106.042,56.032
-19.8469,-53.9191,0.164443,9,11,-110.208,57.456
-24.4206,-53.8974,-0.178633,12,12,-114.375,59.172
-15.0114,-52.2065,-0.484467,17,13,-106.042,54.324
-19.1499,-52.0254,-0.821515,12,14,-110.208,55.444
-23.4648,-51.7879,-1.17805,12,15,-114.375,56.868
-14.3747,-49.992,-1.38392,8,16,-106.042,52.036
-18.5011,-50.2628,-1.74305,14,17,-110.208,53.588
-22.8933,-50.5266,-2.13193,9,18,-114.375,55.512
-11.6171,-40.4018,-1.8619,1,19,-106.042,42.08
-12.7206,-34.5588,-1.85002,1,20,-110.208,36.872
-13.799,-30.4551,-1.87576,1,21,-114.375,33.488
-7.1612,-24.9051,-1.60676,3,22,-106.042,25.964
-8.22162,-22.3361,-1.61675,3,23,-110.208,23.856
-9.01048,-19.8865,-1.61132,3,24,-114.375,21.892
-5.03668,-17.5165,-1.45235,5,25,-106.042,18.284
-5.89358,-16.0114,-1.46059,5,26,-110.208,17.124
-6.68107,-14.7454,-1.48095,4,27,-114.375,16.256
-3.89349,-13.5407,-1.37204,6,28,-106.042,14.156
-4.65236,-12.6393,-1.3911,7,29,-110.208,13.54
-3.85589,-10.4755,-1.35062,8,30,-110.208,11.244
-3.27785,-8.90509,-1.31588,6,31,-110.208,9.58
-2.85169,-7.74731,-1.29218,11,32,-110.208,8.356
-2.53323,-6.88216,-1.27741,11,33,-110.208,7.444
-2.27558,-6.18218,-1.26477,11,34,-110.208,6.708
-2.07985,-5.65044,-1.26247,7,35,-110.208,6.152
-1.8903,-5.13547,-1.24429,6,36,-110.208,5.612
-1.74195,-4.73245,-1.23547,9,37,-110.208,5.192
-1.22483,-3.32757,-1.20192,6,38,-110.208,3.744
-0.882243,-2.39683,-1.17651,11,39,-110.208,2.812
0,0,0,0,0,0,0
0,0,0,0,1,0,0
0,0,0,0,2,0,0
0,0,0,0,3,0,0
0,0,0,0,4,0,0
-21.3043,-57.8784,2.36068,1,5,-110.208,61.72
-65.1868,-143.87,5.10724,11,6,-114.375,158.032
-16.0433,-55.795,1.53541,13,7,-106.042,58.076
-20.4879,-55.6605,1.21857,12,8,-110.208,59.324
-25.2715,-55.7753,0.896708,17,9,-114.375,61.24
-15.4834,-53.848,0.48992,15,10,-106.042,56.032
-19.8469,-53.9191,0.164443,9,11,-110.208,57.456
-24.4206,-53.8974,-0.178633,12,12,-114.375,59.172
-15.0114,-52.2065,-0.484467,17,13,-106.042,54.324
-19.1499,-52.0254,-0.821515,12,14,-110.208,55.444
-23.4648,-51.7879,-1.17805,12,15,-114.375,56.868
-14.3747,-49.992,-1.38392,8,16,-106.042,52.036
-18.5011,-50.2628,-1.74305,14,17,-110.208,53.588
-22.8933,-50.5266,-2.13193,9,18,-114.375,55.512
-11.6171,-40.4018,-1.8619,1,19,-106.042,42.08
-12.7206,-34.5588,-1.85002,1,20,-110.208,36.872
-13.799,-30.4551,-1.87576,1,21,-114.375,33.488
-7.1612,-24.9051,-1.60676,3,22,-106.042,25.964
-8.22162,-22.3361,-1.61675,3,23,-110.208,23.856
-9.01048,-19.8865,-1.61132,3,24,-114.375,21.892
-5.03668,-17.5165,-1.45235,5,25,-106.042,18.284
-5.89358,-16.0114,-1.46059,5,26,-110.208,17.124
-6.68107,-14.7454,-1.48095,4,27,-114.375,16.256
-3.89349,-13.5407,-1.37204,6,28,-106.042,14.156
-4.65236,-12.6393,-1.3911,7,29,-110.208,13.54
-3.85589,-10.4755,-1.35062,8,30,-110.208,11.244
-3.27785,-8.90509,-1.31588,6,31,-110.208,9.58
-2.85169,-7.74731,-1.29218,11,32,-110.208,8.356
-2.53323,-6.88216,-1.27741,11,33,-110.208,7.444
-2.27558,-6.18218,-1.26477,11,34,-110.208,6.708
-2.07985,-5.65044,-1.26247,7,35,-110.208,6.152
-1.8903,-5.13547,-1.24429,6,36,-110.208,5.612
-1.74195,-4.73245,-1.23547,9,37,-110.208,5.192
-1.22483,-3.32757,-1.20192,6,38,-110.208,3.744
-0.882243,-2.39683,-1.17651,11,39,-110.208,2.812
0,0,0,0,0,0,0
0,0,0,0,1,0,0
0,0,0,0,2,0,0
0,0,0,0,3,0,0
0,0,0,0,4,0,0
-28.2396,-75.9016,3.09978,8,5,-110.408,81.044
-65.3378,-142.875,5.07996,3,6,-114.575,157.188
-16.2614,-55.8192,1.53763,13,7,-106.242,58.16
-20.7448,-55.7574,1.22227,14,8,-110.408,59.504
-25.5109,-55.785,0.898289,19,9,-114.575,61.348
-15.6981,-53.8858,0.49076,16,10,-106.242,56.128
-20.0657,-53.9319,0.164695,10,11,-110.408,57.544
-24.6485,-53.8991,-0.178922,13,12,-114.575,59.268
-15.2025,-52.1845,-0.484753,17,13,-106.242,54.356
-19.3425,-51.9882,-0.82199,13,14,-110.408,55.476
-23.7103,-51.8475,-1.18128,12,15,-114.575,57.024
-14.5636,-49.9914,-1.3853,8,16,-106.242,52.088
-18.7015,-50.2653,-1.74539,14,17,-110.408,53.66
-23.1161,-50.5481,-2.13623,9,18,-114.575,55.624
-11.7871,-40.4607,-1.8665,1,19,-106.242,42.184
0,0,0,0,20,0,0
-13.8803,-30.3523,-1.8724,1,21,-114.575,33.428
-7.26038,-24.9221,-1.60948,3,22,-106.242,26.008
-8.31623,-22.3521,-1.62,2,23,-110.408,23.904
-9.11302,-19.9275,-1.61721,3,24,-114.575,21.972
-5.11118,-17.5447,-1.45617,5,25,-106.242,18.332
-5.96194,-16.0243,-1.46366,5,26,-110.408,17.16
-6.73415,-14.7256,-1.48131,5,27,-114.575,16.26
-3.95298,-13.5691,-1.3763,6,28,-106.242,14.2
-4.71172,-12.664,-1.39562,7,29,-110.408,13.584
-3.89658,-10.4731,-1.35206,6,30,-110.408,11.256
-3.31167,-8.90102,-1.31698,6,31,-110.408,9.588
-2.88836,-7.76324,-1.29651,8,32,-110.408,8.384
-2.56823,-6.90282,-1.2829,5,33,-110.408,7.476
-2.29989,-6.18156,-1.26628,7,34,-110.408,6.716
-2.08591,-5.60645,-1.25426,11,35,-110.408,6.112
-1.90141,-5.11056,-1.23985,11,36,-110.408,5.592
-1.75711,-4.7227,-1.23452,10,37,-110.408,5.188
-1.23644,-3.32327,-1.20192,10,38,-110.408,3.744
-0.895672,-2.40736,-1.18321,11,39,-110.408,2.828
0,0,0,0,0,0,0
0,0,0,0,1,0,0
0,0,0,0,2,0,0
0,0,0,0,3,0,0
0,0,0,0,4,0,0
-28.2396,-75.9016,3.09978,8,5,-110.408,81.044
-27.148,-59.3649,2.11074,0,6,-114.575,65.312
-16.2614,-55.8192,1.53763,13,7,-106.242,58.16
-20.7448,-55.7574,1.22227,14,8,-110.408,59.504
-25.5109,-55.785,0.898289,19,9,-114.575,61.348
-15.6981,-53.8858,0.49076,16,10,-106.242,56.128
-20.0657,-53.9319,0.164695,10,11,-110.408,57.544
-24.6485,-53.8991,-0.178922,13,12,-114.575,59.268
-15.2025,-52.1845,-0.484753,17,13,-106.242,54.356
-19.3425,-51.9882,-0.82199,13,14,-110.408,55.476
-23.7103,-51.8475,-1.18128,12,15,-114.575,57.024
-14.5636,-49.9914,-1.3853,8,16,-106.242,52.088
-18.7015,-50.2653,-1.74539,14,17,-110.408,53.66
-23.1161,-50.5481,-2.13623,9,18,-114.575,55.624
-11.7871,-40.4607,-1.8665,1,19,-106.242,42.184
0,0,0,0,20,0,0
-13.8803,-30.3523,-1.8724,1,21,-114.575,33.428
-7.26038,-24.9221,-1.60948,3,22,-106.242,26.008
-8.31623,-22.3521,-1.62,2,23,-110.408,23.904
-9.11302,-19.9275,-1.61721,3,24,-114.575,21.972
-5.11118,-17.5447,-1.45617,5,25,-106.242,18.332
-5.96194,-16.0243,-1.46366,5,26,-110.408,17.16
-6.73415,-14.7256,-1.48131,5,27,-114.575,16.26
-3.95298,-13.5691,-1.3763,6,28,-106.242,14.2
-4.71172,-12.664,-1.39562,7,29,-110.408,13.584
-3.89658,-10.4731,-1.35206,6,30,-110.408,11.256
-3.31167,-8.90102,-1.31698,6,31,-110.408,9.588
-2.88836,-7.76324,-1.29651,8,32,-110.408,8.384
-2.56823,-6.90282,-1.2829,5,33,-110.408,7.476
-2.29989,-6.18156,-1.26628,7,34,-110.408,6.716
-2.08591,-5.60645,-1.25426,11,35,-110.408,6.112
-1.90141,-5.11056,-1.23985,11,36,-110.408,5.592
-1.75711,-4.7227,-1.23452,10,37,-110.408,5.188
-1.23644,-3.32327,-1.20192,10,38,-110.408,3.744
-0.895672,-2.40736,-1.18321,11,39,-110.408,2.828
0,0,0,0,0,0,0
0,0,0,0,1,0,0
0,0,0,0,2,0,0
0,0,0,0,3,0,0
0,0,0,0,4,0,0
-28.7182,-76.3712,3.12304,5,5,-110.608,81.652
-65.5798,-142.091,5.06018,12,6,-114.775,156.576
-16.4731,-55.8197,1.53922,15,7,-106.442,58.22
-20.9548,-55.7258,1.22317,14,8,-110.608,59.548
-25.7541,-55.8009,0.899988,18,9,-114.775,61.464
-15.9156,-53.9304,0.491669,16,10,-106.442,56.232
-20.3017,-53.9889,0.165084,11,11,-110.608,57.68
-24.8885,-53.9253,-0.179297,14,12,-114.775,59.392
-15.4095,-52.2155,-0.485537,18,13,-106.442,54.444
-19.5506,-51.9915,-0.823116,12,14,-110.608,55.552
-23.9699,-51.9351,-1.18517,12,15,-114.775,57.212
-14.7618,-50.0208,-1.38754,8,16,-106.442,52.172
-18.9036,-50.2708,-1.74787,12,17,-110.608,53.736
-23.3359,-50.5615,-2.14022,10,18,-114.775,55.728
-11.9249,-40.4078,-1.86597,1,19,-106.442,42.172
-13.0375,-34.671,-1.86086,1,20,-110.608,37.088
-14.0515,-30.4451,-1.88113,1,21,-114.775,33.584
-7.34168,-24.8775,-1.60825,3,22,-106.442,25.988
-8.40966,-22.364,-1.62298,2,23,-110.608,23.948
-9.19757,-19.9282,-1.61986,3,24,-114.775,22.008
-5.169,-17.5153,-1.45521,5,25,-106.442,18.32
-6.02625,-16.0258,-1.4657,4,26,-110.608,17.184
-6.78551,-14.702,-1.48131,5,27,-114.775,16.26
-4.00032,-13.5552,-1.3763,6,28,-106.442,14.2
-4.75869,-12.6549,-1.39645,7,29,-110.608,13.592
-3.93731,-10.4706,-1.3535,6,30,-110.608,11.268
-3.3497,-8.90795,-1.31973,6,31,-110.608,9.608
-2.91683,-7.75681,-1.29713,8,32,-110.608,8.388
-2.58399,-6.87168,-1.27878,11,33,-110.608,7.452
-2.32283,-6.17717,-1.26703,12,34,-110.608,6.72
-2.10547,-5.59914,-1.25426,7,35,-110.608,6.112
-1.92473,-5.1185,-1.2434,11,36,-110.608,5.608
-1.77221,-4.7129,-1.23357,9,37,-110.608,5.184
-1.25337,-3.33312,-1.20706,6,38,-110.608,3.76
-0.89384,-2.37701,-1.16982,12,39,-110.608,2.796
0,0,0,0,0,0,0
0,0,0,0,1,0,0
0,0,0,0,2,0,0
0,0,0,0,3,0,0
0,0,0,0,4,0,0
-21.7599,-57.8667,2.36634,1,5,-110.608,61.868
-65.5798,-142.091,5.06018,12,6,-114.775,156.576
-16.4731,-55.8197,1.53922,15,7,-106.442,58.22
-20.9548,-55.7258,1.22317,14,8,-110.608,59.548
-25.7541,-55.8009,0.899988,18,9,-114.775,61.464
-15.9156,-53.9304,0.491669,16,10,-106.442,56.232
-20.3017,-53.9889,0.165084,11,11,-110.608,57.68
-24.8885,-53.9253,-0.179297,14,12,-114.775,59.392
-15.4095,-52.2155,-0.485537,18,13,-106.442,54.444
-19.5506,-51.9915,-0.823116,12,14,-110.608,55.552
-23.9699,-51.9351,-1.18517,12,15,-114.775,57.212
-14.7618,-50.0208,-1.38754,8,16,-106.442,52.172
-18.9036,-50.2708,-1.74787,12,17,-110.608,53.736
-23.3359,-50.5615,-2.14022,10,18,-114.775,55.728
-11.9249,-40.4078,-1.86597,1,19,-106.442,42.172
-13.0375,-34.671,-1.86086,1,20,-110.608,37.088
-14.0515,-30.4451,-1.88113,1,21,-114.775,33.584
-7.34168,-24.8775,-1.60825,3,22,-106.442,25.988
-8.40966,-22.364,-1.62298,2,23,-110.608,23.948
-9.19757,-19.9282,-1.61986,3,24,-114.775,22.008
-5.169,-17.5153,-1.45521,5,25,-106.442,18.32
-6.02625,-16.0258,-1.4657,4,26,-110.608,17.184
-6.78551,-14.702,-1.48131,5,27,-114.775,16.26
-4.00032,-13.5552,-1.3763,6,28,-106.442,14.2
-4.75869,-12.6549,-1.39645,7,29,-110.608,13.592
-3.93731,-10.4706,-1.3535,6,30,-110.608,11.268
-3.3497,-8.90795,-1.31973,6,31,-110.608,9.608
-2.91683,-7.75681,-1.29713,8,32,-110.608,8.388
-2.58399,-6.87168,-1.27878,11,33,-110.608,7.452
-2.32283,-6.17717,-1.26703,12,34,-110.608,6.72
-2.10547,-5.59914,-1.25426,7,35,-110.608,6.112
-1.92473,-5.1185,-1.2434,11,36,-110.608,5.608
-1.77221,-4.7129,-1.23357,9,37,-110.608,5.184
-1.25337,-3.33312,-1.20706,6,38,-110.608,3.76
-0.89384,-2.37701,-1.16982,12,39,-110.608,2.796
0,0,0,0,0,0,0
0,0,0,0,1,0,0
0,0,0,0,2,0,0
0,0,0,0,3,0,0
0,0,0,0,4,0,0
-28.6978,-75.5157,3.09213,8,5,-110.808,80.844
-65.8526,-141.382,5.04312,11,6,-114.975,156.048
-16.6954,-55.8538,1.54176,15,7,-106.642,58.316
-21.1876,-55.7532,1.22539,14,8,-110.808,59.656
-26.0061,-55.8339,0.901979,19,9,-114.975,61.6
-16.1175,-53.9205,0.492089,14,10,-106.642,56.28
-20.5213,-53.9999,0.165336,11,11,-110.808,57.768
-25.134,-53.9614,-0.179707,14,12,-114.975,59.528
-15.6237,-52.2687,-0.486536,16,13,-106.642,54.556
-19.7675,-52.0164,-0.824597,11,14,-110.808,55.652
-24.2169,-51.9925,-1.1884,11,15,-114.975,57.368
-14.9546,-50.0303,-1.38924,8,16,-106.642,52.236
-19.1102,-50.2868,-1.75073,11,17,-110.808,53.824
-23.5629,-50.5884,-2.14483,10,18,-114.975,55.848
-12.059,-40.343,-1.86491,1,19,-106.642,42.148
-13.2152,-34.7747,-1.86889,1,20,-110.808,37.248
-14.2976,-30.6963,-1.89973,1,21,-114.975,33.916
-7.46277,-24.9665,-1.61567,3,22,-106.642,26.108
-8.51035,-22.3942,-1.62732,2,23,-110.808,24.012
-9.28055,-19.9249,-1.62222,3,24,-114.975,22.04
-5.24381,-17.543,-1.45903,5,25,-106.642,18.368
-6.09631,-16.0419,-1.46912,4,26,-110.808,17.224
-6.86034,-14.7288,-1.48642,5,27,-114.975,16.316
-4.05331,-13.5602,-1.37824,6,28,-106.642,14.22
-4.7986,-12.6271,-1.39521,6,29,-110.808,13.58
-3.97948,-10.4716,-1.35543,6,30,-110.808,11.284
-3.37233,-8.87398,-1.31643,5,31,-110.808,9.584
-2.94529,-7.75027,-1.29775,9,32,-110.808,8.392
-2.61496,-6.88104,-1.28221,7,33,-110.808,7.472
-2.34438,-6.16903,-1.26703,7,34,-110.808,6.72
-2.125,-5.59175,-1.25426,11,35,-110.808,6.112
-1.93843,-5.10081,-1.24074,11,36,-110.808,5.596
-1.78313,-4.69216,-1.22976,11,37,-110.808,5.168
-1.26769,-3.3358,-1.20963,8,38,-110.808,3.768
-0.900841,-2.37048,-1.16814,13,39,-110.808,2.792
0,0,0,0,0,0,0
0,0,0,0,1,0,0
0,0,0,0,2,0,0
0,0,0,0,3,0,0
0,0,0,0,4,0,0
-28.6978,-75.5157,3.09213,8,5,-110.808,80.844
-27.5989,-59.2536,2.11358,0,6,-114.975,65.4
-16.6954,-55.8538,1.54176,15,7,-106.642,58.316
-21.1876,-55.7532,1.22539,14,8,-110.808,59.656
-26.0061,-55.8339,0.901979,19,9,-114.975,61.6
-16.1175,-53.9205,0.492089,14,10,-106.642,56.28
-20.5213,-53.9999,0.165336,11,11,-110.808,57.768
-25.134,-53.9614,-0.179707,14,12,-114.975,59.528
-15.6237,-52.2687,-0.486536,16,13,-106.642,54.556
-19.7675,-52.0164,-0.824597,11,14,-110.808,55.652
-24.2169,-51.9925,-1.1884,11,15,-114.975,57.368
-14.9546,-50.0303,-1.38924,8,16,-106.642,52.236
-19.1102,-50.2868,-1.75073,11,17,-110.808,53.824
-23.5629,-50.5884,-2.14483,10,18,-114.975,55.848
-12.059,-40.343,-1.86491,1,19,-106.642,42.148
-13.2152,-34.7747,-1.86889,1,20,-110.808,37.248
-14.2976,-30.6963,-1.89973,1,21,-114.975,33.916
-7.46277,-24.9665,-1.61567,3,22,-106.642,26.108
-8.51035,-22.3942,-1.62732,2,23,-110.808,24.012
-9.28055,-19.9249,-1.62222,3,24,-114.975,22.04
-5.24381,-17.543,-1.45903,5,25,-106.642,18.368
-6.09631,-16.0419,-1.46912,4,26,-110.808,17.224
-6.86034,-14.7288,-1.48642,5,27,-114.975,16.316
-4.05331,-13.5602,-1.37824,6,28,-106.642,14.22
-4.7986,-12.6271,-1.39521,6,29,-110.808,13.58
-3.97948,-10.4716,-1.35543,6,30,-110.808,11.284
-3.37233,-8.87398,-1.31643,5,31,-110.808,9.584
-2.94529,-7.75027,-1.29775,9,32,-110.808,8.392
-2.61496,-6.88104,-1.28221,7,33,-110.808,7.472
-2.34438,-6.16903,-1.26703,7,34,-110.808,6.72
-2.125,-5.59175,-1.25426,11,35,-110.808,6.112
-1.93843,-5.10081,-1.24074,11,36,-110.808,5.596
-1.78313,-4.69216,-1.22976,11,37,-110.808,5.168
-1.26769,-3.3358,-1.20963,8,38,-110.808,3.768
-0.900841,-2.37048,-1.16814,13,39,-110.808,2.792
0,0,0,0,0,0,0
0,0,0,0,1,0,0
0,0,0,0,2,0,0
0,0,0,0,3,0,0
0,0,0,0,4,0,0
-29.149,-75.9039,3.11218,7,5,-111.008,81.368
-66.2029,-140.848,5.03226,12,6,-115.175,155.712
-16.9169,-55.8832,1.54419,14,7,-106.842,58.408
-21.448,-55.8507,1.22917,13,8,-111.008,59.84
-26.2587,-55.8659,0.90397,19,9,-115.175,61.736
-16.3357,-53.9635,0.492998,12,10,-106.842,56.384
-20.7097,-53.928,0.165336,11,11,-111.008,57.768
-25.3817,-54.0001,-0.18013,15,12,-115.175,59.668
-15.8304,-52.2943,-0.487285,16,13,-106.842,54.64
-19.9862,-52.0442,-0.826138,11,14,-111.008,55.756
-24.4629,-52.0452,-1.19155,13,15,-115.175,57.52
-15.1489,-50.0428,-1.39105,8,16,-106.842,52.304
-19.3186,-50.3056,-1.75372,11,17,-111.008,53.916
-23.7904,-50.6144,-2.14944,9,18,-115.175,55.968
-12.2229,-40.3771,-1.86845,1,19,-106.842,42.228
-13.3265,-34.7022,-1.86748,1,20,-111.008,37.22
-14.3231,-30.4727,-1.88898,1,21,-115.175,33.724
-7.53368,-24.8868,-1.61221,2,22,-106.842,26.052
-8.58704,-22.3607,-1.62705,2,23,-111.008,24.008
-9.35683,-19.9068,-1.62339,3,24,-115.175,22.056
-5.31311,-17.5513,-1.46125,4,25,-106.842,18.396
-6.16085,-16.0429,-1.47116,4,26,-111.008,17.248
-6.91002,-14.7012,-1.48605,5,27,-115.175,16.312
-4.10293,-13.5536,-1.37902,6,28,-106.842,14.228
-4.84835,-12.6251,-1.39686,6,29,-111.008,13.596
-4.01885,-10.4651,-1.35639,6,30,-111.008,11.292
-3.40754,-8.87325,-1.31808,5,31,-111.008,9.596
-2.97516,-7.74733,-1.29898,8,32,-111.008,8.4
-2.62625,-6.83876,-1.27603,9,33,-111.008,7.436
-2.37013,-6.17181,-1.26929,10,34,-111.008,6.732
-2.14732,-5.59161,-1.25591,7,35,-111.008,6.12
-1.96322,-5.11222,-1.24517,13,36,-111.008,5.616
-1.80229,-4.69316,-1.23166,7,37,-111.008,5.176
-1.27389,-3.31721,-1.20449,6,38,-111.008,3.752
-0.91432,-2.38089,-1.17484,16,39,-111.008,2.808
0,0,0,0,0,0,0
0,0,0,0,1,0,0
0,0,0,0,2,0,0
0,0,0,0,3,0,0
0,0,0,0,4,0,0
-22.5631,-58.7545,2.40902,0,5,-111.008,62.984
-66.2029,-140.848,5.03226,12,6,-115.175,155.712
-16.9169,-55.8832,1.54419,14,7,-106.842,58.408
-21.448,-55.8507,1.22917,13,8,-111.008,59.84
-26.2587,-55.8659,0.90397,19,9,-115.175,61.736
-16.3357,-53.9635,0.492998,12,10,-106.842,56.384
-20.7097,-53.928,0.165336,11,11,-111.008,57.768
-25.3817,-54.0001,-0.18013,15,12,-115.175,59.668
-15.8304,-52.2943,-0.487285,16,13,-106.842,54.64
-19.9862,-52.0442,-0.826138,11,14,-111.008,55.756
-24.4629,-52.0452,-1.19155,13,15,-115.175,57.52
-15.1489,-50.0428,-1.39105,8,16,-106.842,52.304
-19.3186,-50.3056,-1.75372,11,17,-111.008,53.916
-23.7904,-50.6144,-2.14944,9,18,-115.175,55.968
-12.2229,-40.3771,-1.86845,1,19,-106.842,42.228
-13.3265,-34.7022,-1.86748,1,20,-111.008,37.22
-14.3231,-30.4727,-1.88898,1,21,-115.175,33.724
-7.53368,-24.8868,-1.61221,2,22,-106.842,26.052
-8.58704,-22.3607,-1.62705,2,23,-111.008,24.008
-9.35683,-19.9068,-1.62339,3,24,-115.175,22.056
-5.31311,-17.5513,-1.46125,4,25,-106.842,18.396
-6.16085,-16.0429,-1.47116,4,26,-111.008,17.248
-6.91002,-14.7012,-1.48605,5,27,-115.175,16.312
-4.10293,-13.5536,-1.37902,6,28,-106.842,14.228
-4.84835,-12.6251,-1.39686,6,29,-111.008,13.596
-4.01885,-10.4651,-1.35639,6,30,-111.008,11.292
-3.40754,-8.87325,-1.31808,5,31,-111.008,9.596
-2.97516,-7.74733,-1.29898,8,32,-111.008,8.4
-2.62625,-6.83876,-1.27603,9,33,-111.008,7.436
-2.37013,-6.17181,-1.26929,10,34,-111.008,6.732
-2.14732,-5.59161,-1.25591,7,35,-111.008,6.12
-1.96322,-5.11222,-1.24517,13,36,-111.008,5.616
-1.80229,-4.69316,-1.23166,7,37,-111.008,5.176
-1.27389,-3.31721,-1.20449,6,38,-111.008,3.752
-0.91432,-2.38089,-1.17484,16,39,-111.008,2.808
0,0,0,0,0,0,0
0,0,0,0,1,0,0
0,0,0,0,2,0,0
0,0,0,0,3,0,0
0,0,0,0,4,0,0
-29.4282,-75.839,3.11371,5,5,-111.208,81.408
-66.7284,-140.688,5.03484,10,6,-115.375,155.792
-17.1341,-55.8964,1.5462,15,7,-107.042,58.484
-21.6935,-55.9059,1.23205,12,8,-111.208,59.98
-26.493,-55.857,0.905317,18,9,-115.375,61.828
-16.5568,-54.0132,0.493977,15,10,-107.042,56.496
-20.9325,-53.9448,0.16561,12,11,-111.208,57.864
-25.6266,-54.0304,-0.180528,14,12,-115.375,59.8
-16.0363,-52.3152,-0.487999,16,13,-107.042,54.72
-20.204,-52.0673,-0.82762,12,14,-111.208,55.856
-24.6632,-51.9992,-1.19246,15,15,-115.375,57.564
-15.3434,-50.0546,-1.39285,8,16,-107.042,52.372
-19.523,-50.3124,-1.75632,10,17,-111.208,53.996
-24.008,-50.6177,-2.15313,9,18,-115.375,56.064
-12.4387,-40.5788,-1.87978,1,19,-107.042,42.484
-13.4447,-34.6481,-1.86708,1,20,-111.208,37.212
-14.4414,-30.4478,-1.89054,1,21,-115.375,33.752
-7.64157,-24.929,-1.61666,2,22,-107.042,26.124
-8.67659,-22.3603,-1.62922,2,23,-111.208,24.04
-9.42626,-19.874,-1.62339,3,24,-115.375,22.056
-5.37551,-17.5365,-1.46157,5,25,-107.042,18.4
-6.21969,-16.0287,-1.47184,4,26,-111.208,17.256
-6.97665,-14.7094,-1.48933,5,27,-115.375,16.348
-4.15721,-13.562,-1.38134,6,28,-107.042,14.252
-4.89815,-12.623,-1.3985,6,29,-111.208,13.612
-4.0568,-10.4547,-1.35687,6,30,-111.208,11.296
-3.4471,-8.88346,-1.32138,6,31,-111.208,9.62
-3.00219,-7.73689,-1.29898,8,32,-111.208,8.4
-2.66579,-6.86996,-1.28358,8,33,-111.208,7.48
-2.39308,-6.16716,-1.27005,7,34,-111.208,6.736
-2.16541,-5.58043,-1.25509,11,35,-111.208,6.116
-1.98387,-5.11261,-1.24695,14,36,-111.208,5.624
-1.81304,-4.67235,-1.22786,10,37,-111.208,5.16
-1.28546,-3.31275,-1.20449,9,38,-111.208,3.752
-0.922625,-2.37768,-1.17484,12,39,-111.208,2.808
0,0,0,0,0,0,0
0,0,0,0,1,0,0
0,0,0,0,2,0,0
0,0,0,0,3,0,0
0,0,0,0,4,0,0
-22.7218,-58.5561,2.40413,1,5,-111.208,62.856
-66.7284,-140.688,5.03484,10,6,-115.375,155.792
-17.1341,-55.8964,1.5462,15,7,-107.042,58.484
-21.6935,-55.9059,1.23205,12,8,-111.208,59.98
-26.493,-55.857,0.905317,18,9,-115.375,61.828
-16.5568,-54.0132,0.493977,15,10,-107.042,56.496
-20.9325,-53.9448,0.16561,12,11,-111.208,57.864
-25.6266,-54.0304,-0.180528,14,12,-115.375,59.8
-16.0363,-52.3152,-0.487999,16,13,-107.042,54.72
-20.204,-52.0673,-0.82762,12,14,-111.208,55.856
-24.6632,-51.9992,-1.19246,15,15,-115.375,57.564
-15.3434,-50.0546,-1.39285,8,16,-107.042,52.372
-19.523,-50.3124,-1.75632,10,17,-111.208,53.996
-24.008,-50.6177,-2.15313,9,18,-115.375,56.064
-12.4387,-40.5788,-1.87978,1,19,-107.042,42.484
-13.4447,-34.6481,-1.86708,1,20,-111.208,37.212
-14.4414,-30.4478,-1.89054,1,21,-115.375,33.752
-7.64157,-24.929,-1.61666,2,22,-107.042,26.124
-8.67659,-22.3603,-1.62922,2,23,-111.208,24.04
-9.42626,-19.874,-1.62339,3,24,-115.375,22.056
-5.37551,-17.5365,-1.46157,5,25,-107.042,18.4
-6.21969,-16.0287,-1.47184,4,26,-111.208,17.256
-6.97665,-14.7094,-1.48933,5,27,-115.375,16.348
-4.15721,-13.562,-1.38134,6,28,-107.042,14.252
-4.89815,-12.623,-1.3985,6,29,-111.208,13.612
-4.0568,-10.4547,-1.35687,6,30,-111.208,11.296
-3.4471,-8.88346,-1.32138,6,31,-111.208,9.62
-3.00219,-7.73689,-1.29898,8,32,-111.208,8.4
-2.66579,-6.86996,-1.28358,8,33,-111.208,7.48
-2.39308,-6.16716,-1.27005,7,34,-111.208,6.736
-2.16541,-5.58043,-1.25509,11,35,-111.208,6.116
-1.98387,-5.11261,-1.24695,14,36,-111.208,5.624
-1.81304,-4.67235,-1.22786,10,37,-111.208,5.16
-1.28546,-3.31275,-1.20449,9,38,-111.208,3.752
-0.922625,-2.37768,-1.17484,12,39,-111.208,2.808
0,0,0,0,0,0,0
0,0,0,0,1,0,0
0,0,0,0,2,0,0
0,0,0,0,3,0,0
0,0,0,0,4,0,0
-29.4462,-75.1069,3.08785,11,5,-111.408,80.732
-67.245,-140.508,5.03678,10,6,-115.575,155.852
-17.3611,-55.9394,1.54905,15,7,-107.242,58.592
-21.9279,-55.9304,1.23426,15,8,-111.408,60.088
-26.7292,-55.8508,0.906723,16,9,-115.575,61.924
-16.75,-53.9704,0.494117,17,10,-107.242,56.512
